nama_paket,nama_kapal,kategori,durasi,harga,destinasi,fitur,deskripsi,link,sumber,combined_text,processed_text
Santemako,Santemako,IJ_DELUXE,3D2N,IDR 36.000.000,"komodo, padar, pink beach, labuan bajo","komodo, padar, pink beach, labuan bajo",Sewa Kapal Santemako Phinisi 2026 | IndonesiaJuara Open Trip Komodo – Labuan Bajo Open Trip 3D2N Labuan Bajo Open Trip One Day Trip Sumba Open Trip Sumba 4D3N Nusa Penida Open Trip Nusa Penida 2D1N Derawan Open Trip Derawan Raja Ampat Open Trip Raja Ampat Banggai Open Trip Luwuk Banggai 5D4N Bali Private Trip Komodo – Labuan Bajo Private Trip Phinisi Private Trip Speedboat Private Overland Trip Wae Rebo Private Trip Nuca Molas Sumba Private Trip Sumba Nusa Penida Private Trip Nusa Penida Derawan,https://indonesiajuara.asia/sewa-kapal-labuan-bajo/deluxe/santemako/,phinisi,"Santemako IJ_DELUXE IDR 36.000.000 komodo, padar, pink beach, labuan bajo komodo, padar, pink beach, labuan bajo Sewa Kapal Santemako Phinisi 2026 | IndonesiaJuara Open Trip Komodo – Labuan Bajo Open Trip 3D2N Labuan Bajo Open Trip One Day Trip Sumba Open Trip Sumba 4D3N Nusa Penida Open Trip Nusa Penida 2D1N Derawan Open Trip Derawan Raja Ampat Open Trip Raja Ampat Banggai Open Trip Luwuk Banggai 5D4N Bali Private Trip Komodo – Labuan Bajo Private Trip Phinisi Private Trip Speedboat Private Overland Trip Wae Rebo Private Trip Nuca Molas Sumba Private Trip Sumba Nusa Penida Private Trip Nusa Penida Derawan",santemako ijdeluxe komodo padar pink beach labu bajo komodo padar pink beach labu bajo sewa santemako indonesiajuara open trip komodo labu bajo open trip d n labu bajo open trip one day trip sumba open trip sumba d n nusa penida open trip nusa penida d n dawan open trip dawan raja ampat open trip raja ampat bangga open trip luwuk bangga d n bal private trip komodo labu bajo private trip private trip speedboat private overland trip wae rebo private trip nuca molas sumba private trip sumba nusa penida private trip nusa penida dawan
Sewa Kapal Gamala Cruise,Sewa Kapal Gamala Cruise,IJ_DELUXE,3D2N,Rp 72.000.000,"komodo, padar, pink beach, labuan bajo","komodo, padar, pink beach, labuan bajo",Sewa Kapal Gamala Cruise Phinisi 2026 - IndonesiaJuara Open Trip Komodo – Labuan Bajo Open Trip 3D2N Labuan Bajo Open Trip One Day Trip Sumba Open Trip Sumba 4D3N Nusa Penida Open Trip Nusa Penida 2D1N Derawan Open Trip Derawan Raja Ampat Open Trip Raja Ampat Banggai Open Trip Luwuk Banggai 5D4N Bali Private Trip Komodo – Labuan Bajo Private Trip Phinisi Private Trip Speedboat Private Overland Trip Wae Rebo Private Trip Nuca Molas Sumba Private Trip Sumba Nusa Penida Private Trip Nusa Penida Der,https://indonesiajuara.asia/sewa-kapal-labuan-bajo/deluxe/gamala-cruise/,phinisi,"Sewa Kapal Gamala Cruise IJ_DELUXE Rp 72.000.000 komodo, padar, pink beach, labuan bajo komodo, padar, pink beach, labuan bajo Sewa Kapal Gamala Cruise Phinisi 2026 - IndonesiaJuara Open Trip Komodo – Labuan Bajo Open Trip 3D2N Labuan Bajo Open Trip One Day Trip Sumba Open Trip Sumba 4D3N Nusa Penida Open Trip Nusa Penida 2D1N Derawan Open Trip Derawan Raja Ampat Open Trip Raja Ampat Banggai Open Trip Luwuk Banggai 5D4N Bali Private Trip Komodo – Labuan Bajo Private Trip Phinisi Private Trip Speedboat Private Overland Trip Wae Rebo Private Trip Nuca Molas Sumba Private Trip Sumba Nusa Penida Private Trip Nusa Penida Der",sewa gamala cruise ijdeluxe komodo padar pink beach labu bajo komodo padar pink beach labu bajo sewa gamala cruise indonesiajuara open trip komodo labu bajo open trip d n labu bajo open trip one day trip sumba open trip sumba d n nusa penida open trip nusa penida d n dawan open trip dawan raja ampat open trip raja ampat bangga open trip luwuk bangga d n bal private trip komodo labu bajo private trip private trip speedboat private overland trip wae rebo private trip nuca molas sumba private trip sumba nusa penida private trip nusa penida der
Dinara,Dinara,IJ_DELUXE,3D2N,Rp 51.000.000,"komodo, padar, pink beach, labuan bajo","komodo, padar, pink beach, labuan bajo",Sewa Kapal Dinara Phinisi 2026 Open Trip Komodo – Labuan Bajo Open Trip 3D2N Labuan Bajo Open Trip One Day Trip Sumba Open Trip Sumba 4D3N Nusa Penida Open Trip Nusa Penida 2D1N Derawan Open Trip Derawan Raja Ampat Open Trip Raja Ampat Banggai Open Trip Luwuk Banggai 5D4N Bali Private Trip Komodo – Labuan Bajo Private Trip Phinisi Private Trip Speedboat Private Overland Trip Wae Rebo Private Trip Nuca Molas Sumba Private Trip Sumba Nusa Penida Private Trip Nusa Penida Derawan Private Trip Derawa,https://indonesiajuara.asia/sewa-kapal-labuan-bajo/deluxe/dinara/,phinisi,"Dinara IJ_DELUXE Rp 51.000.000 komodo, padar, pink beach, labuan bajo komodo, padar, pink beach, labuan bajo Sewa Kapal Dinara Phinisi 2026 Open Trip Komodo – Labuan Bajo Open Trip 3D2N Labuan Bajo Open Trip One Day Trip Sumba Open Trip Sumba 4D3N Nusa Penida Open Trip Nusa Penida 2D1N Derawan Open Trip Derawan Raja Ampat Open Trip Raja Ampat Banggai Open Trip Luwuk Banggai 5D4N Bali Private Trip Komodo – Labuan Bajo Private Trip Phinisi Private Trip Speedboat Private Overland Trip Wae Rebo Private Trip Nuca Molas Sumba Private Trip Sumba Nusa Penida Private Trip Nusa Penida Derawan Private Trip Derawa",nara ijdeluxe komodo padar pink beach labu bajo komodo padar pink beach labu bajo sewa nara open trip komodo labu bajo open trip d n labu bajo open trip one day trip sumba open trip sumba d n nusa penida open trip nusa penida d n dawan open trip dawan raja ampat open trip raja ampat bangga open trip luwuk bangga d n bal private trip komodo labu bajo private trip private trip speedboat private overland trip wae rebo private trip nuca molas sumba private trip sumba nusa penida private trip nusa penida dawan private trip derawa
Sewa Kapal Amore Phinisi,Sewa Kapal Amore Phinisi,IJ_DELUXE,3D2N,Rp 58.000.000,"komodo, padar, pink beach, labuan bajo","komodo, padar, pink beach, labuan bajo",Sewa Kapal Amore Phinisi Mei 2026 - IndonesiaJuara Open Trip Komodo – Labuan Bajo Open Trip 3D2N Labuan Bajo Open Trip One Day Trip Sumba Open Trip Sumba 4D3N Nusa Penida Open Trip Nusa Penida 2D1N Derawan Open Trip Derawan Raja Ampat Open Trip Raja Ampat Banggai Open Trip Luwuk Banggai 5D4N Bali Private Trip Komodo – Labuan Bajo Private Trip Phinisi Private Trip Speedboat Private Overland Trip Wae Rebo Private Trip Nuca Molas Sumba Private Trip Sumba Nusa Penida Private Trip Nusa Penida Derawan,https://indonesiajuara.asia/sewa-kapal-labuan-bajo/deluxe/amore-phinisi/,phinisi,"Sewa Kapal Amore Phinisi IJ_DELUXE Rp 58.000.000 komodo, padar, pink beach, labuan bajo komodo, padar, pink beach, labuan bajo Sewa Kapal Amore Phinisi Mei 2026 - IndonesiaJuara Open Trip Komodo – Labuan Bajo Open Trip 3D2N Labuan Bajo Open Trip One Day Trip Sumba Open Trip Sumba 4D3N Nusa Penida Open Trip Nusa Penida 2D1N Derawan Open Trip Derawan Raja Ampat Open Trip Raja Ampat Banggai Open Trip Luwuk Banggai 5D4N Bali Private Trip Komodo – Labuan Bajo Private Trip Phinisi Private Trip Speedboat Private Overland Trip Wae Rebo Private Trip Nuca Molas Sumba Private Trip Sumba Nusa Penida Private Trip Nusa Penida Derawan",sewa amore ijdeluxe komodo padar pink beach labu bajo komodo padar pink beach labu bajo sewa amore mei indonesiajuara open trip komodo labu bajo open trip d n labu bajo open trip one day trip sumba open trip sumba d n nusa penida open trip nusa penida d n dawan open trip dawan raja ampat open trip raja ampat bangga open trip luwuk bangga d n bal private trip komodo labu bajo private trip private trip speedboat private overland trip wae rebo private trip nuca molas sumba private trip sumba nusa penida private trip nusa penida dawan
3 Island,3 Island,IJ_DELUXE,3D2N,IDR 58.000.000,"komodo, padar, pink beach, labuan bajo","komodo, padar, pink beach, labuan bajo",Sewa Kapal 3 Island Phinisi Mei 2026 - IndonesiaJuara Open Trip Komodo – Labuan Bajo Open Trip 3D2N Labuan Bajo Open Trip One Day Trip Sumba Open Trip Sumba 4D3N Nusa Penida Open Trip Nusa Penida 2D1N Derawan Open Trip Derawan Raja Ampat Open Trip Raja Ampat Banggai Open Trip Luwuk Banggai 5D4N Bali Private Trip Komodo – Labuan Bajo Private Trip Phinisi Private Trip Speedboat Private Overland Trip Wae Rebo Private Trip Nuca Molas Sumba Private Trip Sumba Nusa Penida Private Trip Nusa Penida Dera,https://indonesiajuara.asia/sewa-kapal-labuan-bajo/deluxe/3-island/,phinisi,"3 Island IJ_DELUXE IDR 58.000.000 komodo, padar, pink beach, labuan bajo komodo, padar, pink beach, labuan bajo Sewa Kapal 3 Island Phinisi Mei 2026 - IndonesiaJuara Open Trip Komodo – Labuan Bajo Open Trip 3D2N Labuan Bajo Open Trip One Day Trip Sumba Open Trip Sumba 4D3N Nusa Penida Open Trip Nusa Penida 2D1N Derawan Open Trip Derawan Raja Ampat Open Trip Raja Ampat Banggai Open Trip Luwuk Banggai 5D4N Bali Private Trip Komodo – Labuan Bajo Private Trip Phinisi Private Trip Speedboat Private Overland Trip Wae Rebo Private Trip Nuca Molas Sumba Private Trip Sumba Nusa Penida Private Trip Nusa Penida Dera",island ijdeluxe komodo padar pink beach labu bajo komodo padar pink beach labu bajo sewa island mei indonesiajuara open trip komodo labu bajo open trip d n labu bajo open trip one day trip sumba open trip sumba d n nusa penida open trip nusa penida d n dawan open trip dawan raja ampat open trip raja ampat bangga open trip luwuk bangga d n bal private trip komodo labu bajo private trip private trip speedboat private overland trip wae rebo private trip nuca molas sumba private trip sumba nusa penida private trip nusa penida dera
LA NISSA PHINISI,LA NISSA PHINISI,IJ_DELUXE,3D2N,IDR 70.500.000,"komodo, padar, pink beach, labuan bajo","komodo, padar, pink beach, labuan bajo",Sewa Kapal LA NISSA PHINISI Mei 2026 - IndonesiaJuara Open Trip Komodo – Labuan Bajo Open Trip 3D2N Labuan Bajo Open Trip One Day Trip Sumba Open Trip Sumba 4D3N Nusa Penida Open Trip Nusa Penida 2D1N Derawan Open Trip Derawan Raja Ampat Open Trip Raja Ampat Banggai Open Trip Luwuk Banggai 5D4N Bali Private Trip Komodo – Labuan Bajo Private Trip Phinisi Private Trip Speedboat Private Overland Trip Wae Rebo Private Trip Nuca Molas Sumba Private Trip Sumba Nusa Penida Private Trip Nusa Penida Dera,https://indonesiajuara.asia/sewa-kapal-labuan-bajo/deluxe/la-nissa-phinisi/,phinisi,"LA NISSA PHINISI IJ_DELUXE IDR 70.500.000 komodo, padar, pink beach, labuan bajo komodo, padar, pink beach, labuan bajo Sewa Kapal LA NISSA PHINISI Mei 2026 - IndonesiaJuara Open Trip Komodo – Labuan Bajo Open Trip 3D2N Labuan Bajo Open Trip One Day Trip Sumba Open Trip Sumba 4D3N Nusa Penida Open Trip Nusa Penida 2D1N Derawan Open Trip Derawan Raja Ampat Open Trip Raja Ampat Banggai Open Trip Luwuk Banggai 5D4N Bali Private Trip Komodo – Labuan Bajo Private Trip Phinisi Private Trip Speedboat Private Overland Trip Wae Rebo Private Trip Nuca Molas Sumba Private Trip Sumba Nusa Penida Private Trip Nusa Penida Dera",la nissa ijdeluxe komodo padar pink beach labu bajo komodo padar pink beach labu bajo sewa la nissa mei indonesiajuara open trip komodo labu bajo open trip d n labu bajo open trip one day trip sumba open trip sumba d n nusa penida open trip nusa penida d n dawan open trip dawan raja ampat open trip raja ampat bangga open trip luwuk bangga d n bal private trip komodo labu bajo private trip private trip speedboat private overland trip wae rebo private trip nuca molas sumba private trip sumba nusa penida private trip nusa penida dera
Gaisan,Gaisan,IJ_DELUXE,3D2N,Rp 66.000.000,"komodo, padar, pink beach, labuan bajo","komodo, padar, pink beach, labuan bajo",Sewa Kapal Gaisan Phinisi | Tour Taman Nasional Komodo Open Trip Komodo – Labuan Bajo Open Trip 3D2N Labuan Bajo Open Trip One Day Trip Sumba Open Trip Sumba 4D3N Nusa Penida Open Trip Nusa Penida 2D1N Derawan Open Trip Derawan Raja Ampat Open Trip Raja Ampat Banggai Open Trip Luwuk Banggai 5D4N Bali Private Trip Komodo – Labuan Bajo Private Trip Phinisi Private Trip Speedboat Private Overland Trip Wae Rebo Private Trip Nuca Molas Sumba Private Trip Sumba Nusa Penida Private Trip Nusa Penida Der,https://indonesiajuara.asia/sewa-kapal-labuan-bajo/deluxe/gaisan/,phinisi,"Gaisan IJ_DELUXE Rp 66.000.000 komodo, padar, pink beach, labuan bajo komodo, padar, pink beach, labuan bajo Sewa Kapal Gaisan Phinisi | Tour Taman Nasional Komodo Open Trip Komodo – Labuan Bajo Open Trip 3D2N Labuan Bajo Open Trip One Day Trip Sumba Open Trip Sumba 4D3N Nusa Penida Open Trip Nusa Penida 2D1N Derawan Open Trip Derawan Raja Ampat Open Trip Raja Ampat Banggai Open Trip Luwuk Banggai 5D4N Bali Private Trip Komodo – Labuan Bajo Private Trip Phinisi Private Trip Speedboat Private Overland Trip Wae Rebo Private Trip Nuca Molas Sumba Private Trip Sumba Nusa Penida Private Trip Nusa Penida Der",gaisan ijdeluxe komodo padar pink beach labu bajo komodo padar pink beach labu bajo sewa gaisan tour taman nasional komodo open trip komodo labu bajo open trip d n labu bajo open trip one day trip sumba open trip sumba d n nusa penida open trip nusa penida d n dawan open trip dawan raja ampat open trip raja ampat bangga open trip luwuk bangga d n bal private trip komodo labu bajo private trip private trip speedboat private overland trip wae rebo private trip nuca molas sumba private trip sumba nusa penida private trip nusa penida der
Sewa Kapal Mega Trusmi,Sewa Kapal Mega Trusmi,IJ_DELUXE,3D2N,IDR 50.000.000,"komodo, padar, pink beach, labuan bajo","komodo, padar, pink beach, labuan bajo",Sewa Kapal Mega Trusmi Phinisi 2026 - IndonesiaJuara Open Trip Komodo – Labuan Bajo Open Trip 3D2N Labuan Bajo Open Trip One Day Trip Sumba Open Trip Sumba 4D3N Nusa Penida Open Trip Nusa Penida 2D1N Derawan Open Trip Derawan Raja Ampat Open Trip Raja Ampat Banggai Open Trip Luwuk Banggai 5D4N Bali Private Trip Komodo – Labuan Bajo Private Trip Phinisi Private Trip Speedboat Private Overland Trip Wae Rebo Private Trip Nuca Molas Sumba Private Trip Sumba Nusa Penida Private Trip Nusa Penida Deraw,https://indonesiajuara.asia/sewa-kapal-labuan-bajo/deluxe/mega-trusmi/,phinisi,"Sewa Kapal Mega Trusmi IJ_DELUXE IDR 50.000.000 komodo, padar, pink beach, labuan bajo komodo, padar, pink beach, labuan bajo Sewa Kapal Mega Trusmi Phinisi 2026 - IndonesiaJuara Open Trip Komodo – Labuan Bajo Open Trip 3D2N Labuan Bajo Open Trip One Day Trip Sumba Open Trip Sumba 4D3N Nusa Penida Open Trip Nusa Penida 2D1N Derawan Open Trip Derawan Raja Ampat Open Trip Raja Ampat Banggai Open Trip Luwuk Banggai 5D4N Bali Private Trip Komodo – Labuan Bajo Private Trip Phinisi Private Trip Speedboat Private Overland Trip Wae Rebo Private Trip Nuca Molas Sumba Private Trip Sumba Nusa Penida Private Trip Nusa Penida Deraw",sewa mega trusmi ijdeluxe komodo padar pink beach labu bajo komodo padar pink beach labu bajo sewa mega trusmi indonesiajuara open trip komodo labu bajo open trip d n labu bajo open trip one day trip sumba open trip sumba d n nusa penida open trip nusa penida d n dawan open trip dawan raja ampat open trip raja ampat bangga open trip luwuk bangga d n bal private trip komodo labu bajo private trip private trip speedboat private overland trip wae rebo private trip nuca molas sumba private trip sumba nusa penida private trip nusa penida deraw
Marvelous,Marvelous,IJ_DELUXE,3D2N,Rp 52.000.000,"komodo, padar, pink beach, labuan bajo","komodo, padar, pink beach, labuan bajo",Sewa Kapal Marvelous Phinisi 2026 Open Trip Komodo – Labuan Bajo Open Trip 3D2N Labuan Bajo Open Trip One Day Trip Sumba Open Trip Sumba 4D3N Nusa Penida Open Trip Nusa Penida 2D1N Derawan Open Trip Derawan Raja Ampat Open Trip Raja Ampat Banggai Open Trip Luwuk Banggai 5D4N Bali Private Trip Komodo – Labuan Bajo Private Trip Phinisi Private Trip Speedboat Private Overland Trip Wae Rebo Private Trip Nuca Molas Sumba Private Trip Sumba Nusa Penida Private Trip Nusa Penida Derawan Private Trip Der,https://indonesiajuara.asia/sewa-kapal-labuan-bajo/deluxe/marvelous/,phinisi,"Marvelous IJ_DELUXE Rp 52.000.000 komodo, padar, pink beach, labuan bajo komodo, padar, pink beach, labuan bajo Sewa Kapal Marvelous Phinisi 2026 Open Trip Komodo – Labuan Bajo Open Trip 3D2N Labuan Bajo Open Trip One Day Trip Sumba Open Trip Sumba 4D3N Nusa Penida Open Trip Nusa Penida 2D1N Derawan Open Trip Derawan Raja Ampat Open Trip Raja Ampat Banggai Open Trip Luwuk Banggai 5D4N Bali Private Trip Komodo – Labuan Bajo Private Trip Phinisi Private Trip Speedboat Private Overland Trip Wae Rebo Private Trip Nuca Molas Sumba Private Trip Sumba Nusa Penida Private Trip Nusa Penida Derawan Private Trip Der",marvelous ijdeluxe komodo padar pink beach labu bajo komodo padar pink beach labu bajo sewa marvelous open trip komodo labu bajo open trip d n labu bajo open trip one day trip sumba open trip sumba d n nusa penida open trip nusa penida d n dawan open trip dawan raja ampat open trip raja ampat bangga open trip luwuk bangga d n bal private trip komodo labu bajo private trip private trip speedboat private overland trip wae rebo private trip nuca molas sumba private trip sumba nusa penida private trip nusa penida dawan private trip der
Alfathran,Alfathran,IJ_DELUXE,3D2N,Rp 58.000.000,"komodo, padar, pink beach, labuan bajo","komodo, padar, pink beach, labuan bajo",Sewa Kapal Alfathran Phinisi Boat 2026 | IndonesiaJuara Open Trip Komodo – Labuan Bajo Open Trip 3D2N Labuan Bajo Open Trip One Day Trip Sumba Open Trip Sumba 4D3N Nusa Penida Open Trip Nusa Penida 2D1N Derawan Open Trip Derawan Raja Ampat Open Trip Raja Ampat Banggai Open Trip Luwuk Banggai 5D4N Bali Private Trip Komodo – Labuan Bajo Private Trip Phinisi Private Trip Speedboat Private Overland Trip Wae Rebo Private Trip Nuca Molas Sumba Private Trip Sumba Nusa Penida Private Trip Nusa Penida De,https://indonesiajuara.asia/sewa-kapal-labuan-bajo/deluxe/alfathran/,phinisi,"Alfathran IJ_DELUXE Rp 58.000.000 komodo, padar, pink beach, labuan bajo komodo, padar, pink beach, labuan bajo Sewa Kapal Alfathran Phinisi Boat 2026 | IndonesiaJuara Open Trip Komodo – Labuan Bajo Open Trip 3D2N Labuan Bajo Open Trip One Day Trip Sumba Open Trip Sumba 4D3N Nusa Penida Open Trip Nusa Penida 2D1N Derawan Open Trip Derawan Raja Ampat Open Trip Raja Ampat Banggai Open Trip Luwuk Banggai 5D4N Bali Private Trip Komodo – Labuan Bajo Private Trip Phinisi Private Trip Speedboat Private Overland Trip Wae Rebo Private Trip Nuca Molas Sumba Private Trip Sumba Nusa Penida Private Trip Nusa Penida De",alfathran ijdeluxe komodo padar pink beach labu bajo komodo padar pink beach labu bajo sewa alfathran indonesiajuara open trip komodo labu bajo open trip d n labu bajo open trip one day trip sumba open trip sumba d n nusa penida open trip nusa penida d n dawan open trip dawan raja ampat open trip raja ampat bangga open trip luwuk bangga d n bal private trip komodo labu bajo private trip private trip speedboat private overland trip wae rebo private trip nuca molas sumba private trip sumba nusa penida private trip nusa penida de
